,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,polar sentiment,neutral sentiment,target
21,1045,40.710735,-73.961815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4369779.0,164.0,128.0,0.05066336320985493,0.9409708787971344,1
22,1645,40.51082,-74.23116,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4366464.0,787.0,37.0,0.012760025415418203,0.9887401391294552,1
23,1430,40.79084,-73.97457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336022.0,156.0,61.0,0.05538457210449243,0.9352111309558266,1
24,915,40.61237,-74.11121999999997,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4329154.0,487.0,68.0,0.09292238696141086,0.8710954481167198,1
25,1610,40.757183000000005,-73.83396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4350639.0,391.0,28.0,0.006420287651568651,0.9915611568763852,1
26,810,40.84744,-73.89968,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4348198.0,312.0,58.0,0.08789656712772866,0.8853801102384901,1
27,1714,40.763897,-73.95323,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4324536.0,362.0,122.0,0.0995006667342382,0.8701642446761756,1
28,410,40.62934,-74.07464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343700.0,183.0,97.0,0.08717439351212264,0.8820232122768531,1
29,1205,40.697083,-73.84873,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4340910.0,406.0,28.0,0.03803171005249023,0.9649928512573243,1
30,635,40.822174,-73.893906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4364738.0,65.0,36.0,0.08211752781160175,0.9028248414242408,1
31,1440,40.862534,-73.89708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4322667.0,362.0,51.0,0.09822278202325521,0.8542322557720677,1
32,1600,40.663222999999995,-73.73351,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4325323.0,741.0,8.0,0.0497453125,0.9247890625,1
33,930,40.711056,-73.90997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370433.0,188.0,60.0,0.021838722074619524,0.9749505017735604,1
34,800,40.723232,-73.79934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4318030.0,668.0,22.0,0.0358513334274292,0.9484309940338135,1
35,2238,40.7376,-73.85240999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329736.0,291.0,21.0,0.05161423149108887,0.9511428089141846,1
36,1400,40.617287,-73.97785999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4351708.0,370.0,56.0,0.054084103335095404,0.9541024737607664,1
37,710,40.697746,-73.75468000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334531.0,1131.0,9.0,0.022465625,0.973671875,1
38,1545,40.598022,-73.95434,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4365000.0,761.0,33.0,0.022546554172690955,0.972304806788452,1
39,1847,40.770752,-73.95695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351011.0,135.0,144.0,0.0031219324565372373,0.9959243831344136,1
40,1705,40.631040000000006,-73.94749499999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4347210.0,509.0,22.0,0.09251796035766602,0.8731926841735841,1
41,830,40.846603,-73.89325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346829.0,243.0,55.0,0.09533584854128582,0.8751291865273607,1
42,1613,40.634815,-73.98876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4323187.0,658.0,54.0,0.042042598414998286,0.9470022315280024,1
43,110,40.76889,-73.9821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356609.0,48.0,181.0,0.008151174427210526,0.9881933569808856,1
44,2011,40.711594,-73.98979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356179.0,155.0,386.0,0.016203153895336768,0.9792365009928986,1
45,610,40.644405,-73.964096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362949.0,272.0,65.0,0.043081115093951884,0.9455515579812832,1
46,1715,40.836254,-73.86703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343867.0,525.0,36.0,0.0984496062917402,0.8847470682465937,1
47,1000,40.709379999999996,-73.77508,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4353262.0,248.0,22.0,0.08061120762825012,0.9221164956092834,1
48,1820,40.655495,-73.88833000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335364.0,199.0,34.0,0.02253821487937821,0.9783005218916804,1
49,820,40.665465999999995,-73.89425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4352851.0,97.0,70.0,0.03816967532083974,0.9447821316074791,1
50,2130,40.737144,-73.9171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320708.0,359.0,26.0,0.28100773792862893,0.7679881349802018,1
51,1702,40.818047,-73.92246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4348825.0,74.0,94.0,0.0064206828401654325,0.991558054124427,1
52,1309,40.80777,-73.94549,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4326430.0,268.0,102.0,0.06399005319590964,0.8882898151774089,1
53,1420,40.680756,-73.813446,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4331882.0,570.0,21.0,0.031206682109832764,0.9734796533584597,1
54,535,40.662445,-73.93663000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341181.0,150.0,79.0,0.024344286857743813,0.965014294714056,1
55,900,40.876568,-73.83726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346565.0,271.0,21.0,6.23291015625e-05,0.99996728515625,1
56,1306,40.844982,-73.89025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359271.0,97.0,50.0,0.09529542299737065,0.8751894237571598,1
57,2000,40.881264,-73.83875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4371487.0,741.0,22.0,0.0004002716064453125,0.9996531372070312,1
58,1910,40.60455,-73.9691,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4358049.0,11.0,57.0,0.04710625040830281,0.939660437226492,1
59,813,40.740932,-73.94485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4336092.0,35.0,58.0,0.10604732108227805,0.8855387655526212,1
60,1950,40.706833,-73.78338000000002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4335426.0,208.0,38.0,0.08069157596652804,0.923134603597282,1
61,1526,40.843906,-73.86970500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335249.0,337.0,31.0,0.09412161960154773,0.8768437674045563,1
62,1820,40.602573,-73.94332,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4347554.0,251.0,29.0,0.006432979952543974,0.9895482252910732,1
63,1830,40.752975,-73.91024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4339778.0,155.0,31.0,0.04939954050518572,0.9363133626542985,1
64,1927,40.678738,-73.89887,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4351491.0,132.0,73.0,0.08951943340863494,0.8832823812794988,1
65,1716,40.840508,-73.85515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4334713.0,82.0,42.0,0.002421553882991429,0.9955084774288115,1
66,1750,40.735237,-73.89602,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4373076.0,121.0,26.0,0.08554984774291516,0.9097983229458332,1
67,2300,40.62359,-74.02505500000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4351659.0,71.0,113.0,0.10075338826807254,0.8852890009181291,1
68,2220,40.762890000000006,-73.805534,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4351836.0,258.0,27.0,0.0029889817520976068,0.9959722200781108,1
69,1320,40.8233,-73.88003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4318518.0,105.0,45.0,0.08320873478070398,0.9012017833800116,1
70,1430,40.59255,-73.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368849.0,145.0,55.0,0.07127083718042876,0.9262341722652838,1
71,1610,40.700058,-73.90669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351134.0,361.0,65.0,0.021844039464317344,0.9749478847618576,1
72,1230,40.66919,-73.8857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335358.0,257.0,78.0,0.08821499128316276,0.8871602525140179,1
73,305,40.693382,-73.99946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319895.0,136.0,371.0,0.0031968238441867267,0.9970649035733791,1
74,1550,40.68373,-73.75126999999998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4318696.0,599.0,10.0,0.028884375,0.96730859375,1
75,1600,40.660656,-73.885796,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4367648.0,331.0,44.0,0.021829966283141336,0.9721705849777296,1
76,1415,40.863792,-73.91942,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4342962.0,186.0,82.0,0.018593142017819947,0.9746619583196088,1
77,1702,40.683037,-73.96478,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4338367.0,15.0,140.0,0.0007708927829959324,0.9991496050901069,1
78,1948,40.85638,-73.82630999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4363549.0,196.0,26.0,0.00438671875,0.996890625,1
79,1000,40.786892,-73.80798,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4343410.0,600.0,44.0,0.044100505806979384,0.9245992449480436,1
80,2245,40.83342,-73.893135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335106.0,86.0,43.0,0.08692853079921951,0.898593490587603,1
81,1330,40.81328,-73.958496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4330922.0,209.0,46.0,0.09951688539104347,0.8916709405982115,1
82,1845,40.734497,-73.72287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359650.0,114.0,13.0,0.016498193359375,0.9818681640625,1
83,1130,40.673588,-73.73351,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4329293.0,195.0,7.0,0.10184531250000001,0.821078125,1
84,2015,40.693836,-73.77168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4348030.0,201.0,12.0,0.081178125,0.922634765625,1
85,125,40.657665,-73.89705,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4348508.0,316.0,58.0,0.020016139755509543,0.9684603953506086,1
86,1215,40.561707,-74.172264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366954.0,243.0,13.0,0.0130380859375,0.9854013671875,1
87,110,40.726444,-73.76579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4325420.0,122.0,12.0,0.030582861328125,0.96121923828125,1
88,1517,40.854504,-73.834404,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4355886.0,403.0,42.0,0.0017921875,0.99909765625,1
89,2330,40.81464,-73.88557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327349.0,28.0,35.0,0.06554755714684725,0.9250071118089837,1
90,1725,40.727116,-73.8632,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4322241.0,232.0,21.0,0.09328416929244995,0.8741817026138305,1
91,1830,40.87673,-73.847305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350028.0,455.0,18.0,0.000224951171875,0.99982421875,1
92,1815,40.877476,-73.83661,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4350501.0,306.0,23.0,0.000800543212890625,0.9993062744140625,1
93,940,40.855396,-73.88576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344068.0,160.0,38.0,0.09572899570240916,0.8739824306478041,1
94,320,40.641537,-73.93899,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4323660.0,843.0,17.0,0.08890971679687501,0.88465673828125,1
95,850,40.67862,-73.87906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4369196.0,439.0,78.0,0.10185471815692035,0.8692571289578457,1
96,830,40.69245,-73.81100500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362246.0,505.0,35.0,0.0353085821995046,0.9672114175070308,1
97,855,40.675734999999996,-73.89686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4347638.0,29.0,71.0,0.08951946948616234,0.8832823490403707,1
98,1915,40.83801,-73.87329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356237.0,123.0,42.0,0.10077865875288623,0.8744391286911268,1
99,0,40.60487,-74.02955,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4331587.0,246.0,41.0,0.08912690582373681,0.8716670521911609,1
100,534,40.822735,-73.94763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362845.0,309.0,65.0,0.07381570537970625,0.9134685736575974,1
101,1041,40.68366,-73.90788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4361458.0,119.0,80.0,0.07567227127486512,0.8891806587755944,1
102,2330,40.690277,-73.871735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4358279.0,99.0,62.0,0.10322100637789453,0.8689093130120624,1
103,1620,40.768913,-73.88873000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4321013.0,99.0,26.0,0.03493827522099018,0.9500054497420788,1
104,2330,40.82794000000001,-73.90215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329656.0,280.0,38.0,0.11183828216406982,0.8887517821350776,1
105,910,40.777190000000004,-73.95225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368299.0,91.0,96.0,0.10127135414438787,0.8666890836921836,1
106,845,40.684459999999994,-73.85676600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337144.0,241.0,57.0,0.09631137097451414,0.8743972928720367,1
107,1017,40.66578,-73.91942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4345031.0,253.0,41.0,0.00562435486867871,0.9878494963535812,1
108,1645,40.657726,-73.95228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4372977.0,275.0,51.0,0.050413363911781944,0.9273223583625386,1
109,2041,40.691086,-73.75195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329384.0,470.0,5.0,0.0385125,0.950625,1
110,1230,40.64504,-73.99963000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4342413.0,500.0,123.0,0.044856151809366064,0.9435567413398812,1
111,2230,40.890312,-73.83698000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4330607.0,401.0,13.0,0.006379980468749999,0.9942626953125,1
112,1535,40.59703,-74.09337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4325070.0,15.0,55.0,0.12213161957647975,0.8818020707096899,1
113,152,40.73024,-73.75327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4340642.0,603.0,11.0,0.07088115234375,0.8992099609374999,1
114,1743,40.69198,-73.86578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4348587.0,343.0,59.0,0.10234613441402024,0.8694987629973698,1
115,913,40.841076,-73.93977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351181.0,232.0,52.0,0.012888439456409523,0.9845691184173812,1
116,1443,40.845591999999996,-73.88091999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335213.0,364.0,33.0,0.0952947256325977,0.8751953449433203,1
117,1410,40.670807,-73.87468,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4366515.0,482.0,66.0,0.10679758156834376,0.8669880928008982,1
118,622,40.692097,-73.988976,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4353188.0,45.0,243.0,0.00019980143212893912,0.9998165564707236,1
119,730,40.573196,-73.99278000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341310.0,581.0,28.0,0.12274949322640895,0.9242653526812792,1
120,430,40.7103,-74.00106,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4320855.0,18.0,523.0,0.004400622618965662,0.9957510067598833,1
121,1730,40.68855300000001,-73.91245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4340101.0,244.0,89.0,0.09673117040361831,0.8687561572581762,1
122,300,40.680164000000005,-73.84095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362956.0,108.0,14.0,0.003982421875,0.99531640625,1
123,1534,40.72731,-73.940956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368570.0,522.0,55.0,0.10425470721273686,0.8849157645287972,1
124,1500,40.67553,-73.96319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4331311.0,142.0,133.0,0.003205842059936408,0.9954527159673798,1
125,1205,40.681503,-73.904106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328942.0,479.0,76.0,0.0763394046000267,0.8895640693573261,1
126,1713,40.600487,-73.94144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328113.0,269.0,29.0,0.006433102380484342,0.9895480390861632,1
127,1530,40.72527,-73.816154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345601.0,463.0,15.0,0.0272699951171875,0.956857421875,1
128,825,40.590153,-74.1592,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4338198.0,251.0,16.0,0.05962500610351562,0.9476851806640625,1
129,1545,40.696197999999995,-73.98869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4322895.0,35.0,282.0,9.382828977694742e-05,0.9999152553171384,1
130,950,40.64953,-73.95543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346552.0,273.0,47.0,0.049108242326818194,0.9292411285002508,1
131,1540,40.74766,-73.86346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363105.0,220.0,26.0,0.09792782715857029,0.8887458479702472,1
132,1030,40.752403,-73.92442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341812.0,507.0,25.0,0.14727522067427634,0.8167337048649788,1
133,1743,40.65417,-73.89595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4321182.0,424.0,38.0,0.04427408483128529,0.9580488352930406,1
134,930,40.576588,-73.97151,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4320440.0,258.0,53.0,0.012349551558019548,0.9877741409370628,1
135,900,40.844120000000004,-73.900375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346813.0,119.0,61.0,0.08788644505914284,0.8853817042822997,1
136,845,40.671326,-73.78848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4372328.0,455.0,17.0,0.008845753479003907,0.9913625030517579,1
137,921,40.670326,-73.906494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4366560.0,298.0,72.0,0.07623743644695323,0.8896210056255333,1
138,1413,40.815845,-73.89544000000002,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4326134.0,127.0,36.0,0.06945410072095692,0.9225034071648259,1
139,1720,40.63095,-74.076546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337948.0,251.0,100.0,0.07164876711480439,0.9310464657078964,1
140,2251,40.753536,-73.8869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357259.0,297.0,32.0,0.092588965162728,0.8984094652226196,1
141,1628,40.67922,-73.90405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363658.0,277.0,78.0,0.0763394061312166,0.8895640547905798,1
142,1850,40.812813,-73.94181,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4332035.0,169.0,101.0,0.06358574998327944,0.8922909971688406,1
143,2345,40.873672,-73.90811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370127.0,210.0,45.0,0.0824214992672531,0.9192831207005192,1
144,44,40.712166,-73.852516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357021.0,170.0,36.0,0.07761806642964367,0.9232041015420691,1
145,2020,40.76635,-73.95103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344522.0,34.0,102.0,0.0976958159533942,0.8728179765170647,1
146,1228,40.632492,-73.93415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334583.0,127.0,13.0,0.0611034912109375,0.910839599609375,1
147,127,40.680008,-73.816086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360319.0,826.0,16.0,0.02213573913574219,0.9789059143066406,1
148,200,40.750366,-73.75281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327087.0,128.0,20.0,0.045673653030395514,0.9380218734741209,1
149,1600,40.647182,-73.90748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4321858.0,274.0,26.0,0.12145430986881255,0.8939509463310242,1
150,1315,40.60365,-73.99204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4317966.0,420.0,48.0,0.06129879500086009,0.9316260641456829,1
151,1805,40.727566,-73.929276,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4335893.0,238.0,34.0,0.19355996757150862,0.7922534994747257,1
152,1412,40.637318,-73.897385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354190.0,700.0,17.0,0.06812877197265624,0.9513226928710936,1
153,2003,40.600986,-73.95776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350318.0,421.0,34.0,0.016191947613528462,0.9737313692747848,1
154,1215,40.75829,-73.83431,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4358463.0,367.0,30.0,0.00160545557718724,0.997889954091981,1
155,1530,40.75455,-73.74316999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356346.0,391.0,53.0,0.06609883493982274,0.9218261616469776,1
156,1355,40.85715,-73.92741,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4320169.0,145.0,79.0,0.018497172296835365,0.9747705018334667,1
157,1544,40.75671,-73.986465,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4366750.0,15.0,239.0,0.0033176521366924923,0.9955892323861296,1
158,1240,40.892624,-73.85992399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333276.0,749.0,10.0,0.0170498046875,0.972556640625,1
159,550,40.748775,-73.80977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4372040.0,153.0,27.0,0.011967386263608932,0.9838709918260574,1
160,1916,40.671566,-73.78466,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4326759.0,393.0,17.0,0.007678480529785156,0.9929643707275391,1
161,1550,40.770393,-73.94808,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4329678.0,54.0,97.0,0.09984133056287098,0.8696429765163542,1
162,1504,40.759384000000004,-73.86691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320608.0,90.0,18.0,0.08406298599243164,0.9075872268676758,1
163,1310,40.66992,-73.93103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4350208.0,60.0,86.0,0.023129261377404696,0.966310696540553,1
164,1720,40.658306,-73.95666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4327025.0,94.0,59.0,0.02495929682418118,0.9639108087161974,1
